order_no,id,created_at,updated_at,submitted_at,filled_at,expired_at,canceled_at,failed_at,replaced_at,filled_avg_price,qty,filled_qty,type,side,time_in_force,limit_price,stop_price,status,extended_hours,legs,trail_percent,trail_price,hwm,asset_id,symbol,current_price,pnl
4658,7e49933d-9735-4084-85a0-29093949bff9,2023-05-23 15:25:05.846067+00:00,2023-05-23 15:32:24.119362+00:00,2023-05-23 15:32:20.659929+00:00,2023-05-23 15:32:24.114290+00:00,,,,,39.203212,1454.0,1454.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,3334.3302480000057
4659,83ef1ab9-643d-4b78-853e-f882226a98f7,2023-05-23 15:25:05.846038+00:00,2023-05-23 15:32:20.664314+00:00,2023-05-23 15:25:06.503553+00:00,,,,,2023-05-23 15:32:20.659928+00:00,,1454.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4660,6749af46-c252-4ccc-8c2f-fd42389fa53b,2023-05-23 15:25:05.845985+00:00,2023-05-23 15:25:06.487605+00:00,2023-05-23 15:25:05.849463+00:00,2023-05-23 15:25:06.482761+00:00,,,,,39.51,1454.0,1454.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3780.400000000002
4661,e4550a34-a2ff-482a-a612-11105977aa78,2023-05-23 14:15:06.390836+00:00,2023-05-23 15:20:17.603242+00:00,2023-05-23 15:20:16.013688+00:00,2023-05-23 15:20:17.598535+00:00,,,,,39.33,1455.0,1455.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,3521.1000000000026
4662,47fd6505-e4ac-47f7-9c34-d62928e410aa,2023-05-23 14:15:06.390800+00:00,2023-05-23 15:20:16.017856+00:00,2023-05-23 14:15:06.888083+00:00,,,,,2023-05-23 15:20:16.013687+00:00,,1455.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4663,909ccb90-5949-4253-8a98-2ec7e06cb141,2023-05-23 14:15:06.489138+00:00,2023-05-23 20:00:48.553326+00:00,2023-05-23 14:15:06.510958+00:00,,,2023-05-23 20:00:48.548338+00:00,,,,584.0,0.0,limit,buy,day,99.9,,canceled,False,,,,,29de9e52-74b7-4da2-9e59-afe2ecbadbed,RYAAY,107.45,
4664,43262cfc-0dec-4718-9c15-df1ec20c0941,2023-05-23 14:15:06.489204+00:00,2023-05-23 20:00:48.553454+00:00,2023-05-23 14:15:06.488108+00:00,,,2023-05-23 20:00:48.553453+00:00,,,,584.0,0.0,stop,sell,day,,98.11,canceled,False,,,,,29de9e52-74b7-4da2-9e59-afe2ecbadbed,RYAAY,107.45,
4665,a1f090f5-14f4-44ec-a207-70928c47dfbb,2023-05-23 14:15:06.489179+00:00,2023-05-23 20:00:48.553381+00:00,2023-05-23 14:15:06.488108+00:00,,,2023-05-23 20:00:48.553381+00:00,,,,584.0,0.0,limit,sell,day,102.33,,canceled,False,,,,,29de9e52-74b7-4da2-9e59-afe2ecbadbed,RYAAY,107.45,
4666,b14f160f-5045-456b-b822-9a5b86eb0509,2023-05-23 14:15:06.390732+00:00,2023-05-23 14:15:06.874257+00:00,2023-05-23 14:15:06.394103+00:00,2023-05-23 14:15:06.869268+00:00,,,,,40.02,1455.0,1455.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-4525.050000000009
4667,af69d166-676a-4fec-9a8c-9a9e092c13dc,2023-05-23 13:40:45.126435+00:00,2023-05-23 13:40:45.280301+00:00,2023-05-23 13:40:45.129640+00:00,2023-05-23 13:40:45.275777+00:00,,,,,39.38,2914.0,2914.0,stop,sell,day,,40.23,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,7197.580000000017
4668,95ad7f71-53d9-4790-b537-d1897724f9a6,2023-05-23 13:39:39.551174+00:00,2023-05-23 13:39:39.715547+00:00,2023-05-23 13:39:39.554374+00:00,2023-05-23 13:39:39.711239+00:00,,,,,101.86,1162.0,1162.0,stop,sell,gtc,,102.73,filled,False,,,,,29de9e52-74b7-4da2-9e59-afe2ecbadbed,RYAAY,107.45,-6495.580000000004
4669,3d0149ec-948f-4963-87f2-17b012e38c9b,2023-05-23 13:37:59.872284+00:00,2023-05-23 13:39:18.336054+00:00,2023-05-23 13:37:59.875421+00:00,,,2023-05-23 13:39:18.331580+00:00,,,,1162.0,0.0,limit,sell,gtc,102.73,,canceled,False,,,,,29de9e52-74b7-4da2-9e59-afe2ecbadbed,RYAAY,107.45,
4670,eb47cd92-c6e0-4638-a153-0b385a967ebf,2023-05-23 07:14:18.966262+00:00,2023-05-23 20:00:15.225476+00:00,2023-05-23 08:00:01.646713+00:00,,,2023-05-23 20:00:15.220554+00:00,,,,562.0,0.0,limit,buy,day,103.71,,canceled,False,,,,,f62dada2-7c7c-4db3-a339-242e94f832a7,CPA,111.86,
4671,66a55511-d2aa-4425-b26c-f1fd0fed95ad,2023-05-23 07:14:18.966320+00:00,2023-05-23 20:00:15.225546+00:00,2023-05-23 07:14:18.965043+00:00,,,2023-05-23 20:00:15.225545+00:00,,,,562.0,0.0,limit,sell,day,106.23,,canceled,False,,,,,f62dada2-7c7c-4db3-a339-242e94f832a7,CPA,111.86,
4672,d203009a-a4c0-45ad-af3a-0b0d4843d874,2023-05-23 07:14:18.966353+00:00,2023-05-23 20:00:15.225587+00:00,2023-05-23 07:14:18.965043+00:00,,,2023-05-23 20:00:15.225586+00:00,,,,562.0,0.0,stop,sell,day,,101.85,canceled,False,,,,,f62dada2-7c7c-4db3-a339-242e94f832a7,CPA,111.86,
4673,c4ed31bd-b9a3-4cc8-9b2b-e7842d438203,2023-05-22 19:50:05.707640+00:00,2023-05-22 20:00:30.264089+00:00,2023-05-22 19:57:16.944993+00:00,,,2023-05-22 20:00:30.259425+00:00,,,,1457.0,0.0,limit,sell,day,40.99,,canceled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4674,9eea3139-a1d4-4385-8a04-4eca7fcdc76f,2023-05-22 19:50:06.173952+00:00,2023-05-22 20:01:29.801799+00:00,2023-05-22 19:57:15.741937+00:00,,,2023-05-22 20:01:29.797132+00:00,,,,1457.0,0.0,limit,sell,day,40.99,,canceled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4675,16d4ccc2-0861-4cd6-9180-d073b4d147e2,2023-05-22 19:55:05.214010+00:00,2023-05-22 19:55:08.646900+00:00,2023-05-22 19:55:06.639134+00:00,2023-05-22 19:55:08.642216+00:00,,,,,3.73,14753.0,14753.0,stop,sell,day,,3.88,filled,False,,,,,1f5d94ae-6ae7-4380-9194-2d230d8ce165,OSG,3.86,-1917.8899999999985
4676,a615a526-0abc-4861-b2aa-8727bf32df2c,2023-05-22 19:55:05.213982+00:00,2023-05-22 19:55:06.643642+00:00,2023-05-22 19:55:06.281809+00:00,,,,,2023-05-22 19:55:06.639134+00:00,,14753.0,0.0,limit,sell,day,4.05,,replaced,False,,,,,1f5d94ae-6ae7-4380-9194-2d230d8ce165,OSG,3.86,
4677,7a283b41-b1d5-4743-8e01-01fe52d526e4,2023-05-22 19:55:05.213935+00:00,2023-05-22 19:55:06.260798+00:00,2023-05-22 19:55:05.315668+00:00,2023-05-22 19:55:06.256131+00:00,,,,,3.74,14753.0,14753.0,limit,buy,day,3.95,,filled,False,,,,,1f5d94ae-6ae7-4380-9194-2d230d8ce165,OSG,3.86,1770.3599999999951
4678,e1983a78-9c42-4db6-bfa2-d20c2497ad2a,2023-05-22 19:50:05.704544+00:00,2023-05-22 19:50:23.562497+00:00,2023-05-22 19:50:22.356836+00:00,2023-05-22 19:50:23.557041+00:00,,,,,3.73,14760.0,14760.0,stop,sell,day,,3.88,filled,False,,,,,1f5d94ae-6ae7-4380-9194-2d230d8ce165,OSG,3.86,-1918.7999999999984
4679,15526f7c-1d7b-4a23-8f34-a4cbc4c41335,2023-05-22 19:50:06.124700+00:00,2023-05-22 19:50:22.413503+00:00,2023-05-22 19:50:22.332132+00:00,2023-05-22 19:50:22.408855+00:00,,,,,3.73,14760.0,14760.0,stop,sell,day,,3.88,filled,False,,,,,1f5d94ae-6ae7-4380-9194-2d230d8ce165,OSG,3.86,-1918.7999999999984
4680,b5178f61-a6e5-40a3-98a6-6a9f1abd0418,2023-05-22 19:50:06.111607+00:00,2023-05-22 20:02:43.789150+00:00,2023-05-22 19:50:07.808945+00:00,,,2023-05-22 20:02:43.784754+00:00,,,,581.0,0.0,limit,sell,day,102.73,,canceled,False,,,,,29de9e52-74b7-4da2-9e59-afe2ecbadbed,RYAAY,107.45,
4681,10f5d3db-93dd-4019-ab4a-38504cc2f653,2023-05-22 19:50:06.124662+00:00,2023-05-22 19:50:22.336849+00:00,2023-05-22 19:50:07.785465+00:00,,,,,2023-05-22 19:50:22.332131+00:00,,14760.0,0.0,limit,sell,day,4.05,,replaced,False,,,,,1f5d94ae-6ae7-4380-9194-2d230d8ce165,OSG,3.86,
4682,6c488658-dc4c-4b27-aad0-60682d111bb3,2023-05-22 19:50:05.634993+00:00,2023-05-22 20:00:20.001915+00:00,2023-05-22 19:50:07.756796+00:00,,,2023-05-22 20:00:19.997107+00:00,,,,1702.0,0.0,limit,sell,day,35.08,,canceled,False,,,,,664a0bfd-263e-4109-b0a1-e9ee2564026b,MPLX,33.51,
4683,218d637a-bb81-451d-8b86-3909f8c7e2b9,2023-05-22 19:50:05.918171+00:00,2023-05-22 20:00:05.902503+00:00,2023-05-22 19:50:07.497985+00:00,,,2023-05-22 20:00:05.898016+00:00,,,,1702.0,0.0,limit,sell,day,35.08,,canceled,False,,,,,664a0bfd-263e-4109-b0a1-e9ee2564026b,MPLX,33.51,
4684,3d6c6201-6069-4378-b8e1-6dd0fb7f3335,2023-05-22 19:50:06.265595+00:00,2023-05-22 20:01:13.733371+00:00,2023-05-22 19:50:07.091506+00:00,,,2023-05-22 20:01:13.729253+00:00,,,,581.0,0.0,limit,sell,day,102.73,,canceled,False,,,,,29de9e52-74b7-4da2-9e59-afe2ecbadbed,RYAAY,107.45,
4685,503066e8-d4ab-4d0b-a41f-38326b09ffc3,2023-05-22 19:50:05.704510+00:00,2023-05-22 19:50:22.361193+00:00,2023-05-22 19:50:07.086551+00:00,,,,,2023-05-22 19:50:22.356835+00:00,,14760.0,0.0,limit,sell,day,4.05,,replaced,False,,,,,1f5d94ae-6ae7-4380-9194-2d230d8ce165,OSG,3.86,
4686,7c6a2ca0-d57a-4bf7-a30d-e60c7f341958,2023-05-22 19:50:06.265537+00:00,2023-05-22 19:50:07.087492+00:00,2023-05-22 19:50:06.270622+00:00,2023-05-22 19:50:07.082732+00:00,,,,,99.95,581.0,581.0,limit,buy,day,100.29,,filled,False,,,,,29de9e52-74b7-4da2-9e59-afe2ecbadbed,RYAAY,107.45,4357.5
4687,a78b36a8-cc7b-40b2-944b-bc8fa22f8d63,2023-05-22 19:50:06.265641+00:00,2023-05-22 20:01:13.733453+00:00,2023-05-22 19:50:06.264289+00:00,,,2023-05-22 20:01:13.733452+00:00,,,,581.0,0.0,stop,sell,day,,98.49,canceled,False,,,,,29de9e52-74b7-4da2-9e59-afe2ecbadbed,RYAAY,107.45,
4688,5dc43163-e497-45a0-9f73-ead5a5689846,2023-05-22 19:50:06.173901+00:00,2023-05-22 19:57:15.738555+00:00,2023-05-22 19:50:06.177038+00:00,2023-05-22 19:57:15.733433+00:00,,,,,40.02,1457.0,1457.0,limit,buy,day,40.02,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-4531.2700000000095
4689,1f982586-7572-4999-91c0-651697988c4a,2023-05-22 19:50:06.173990+00:00,2023-05-22 20:01:29.801871+00:00,2023-05-22 19:50:06.172786+00:00,,,2023-05-22 20:01:29.801870+00:00,,,,1457.0,0.0,stop,sell,day,,39.3,canceled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4690,bb90f2f4-ab96-4b4c-8c10-ccbfccaa9bd0,2023-05-22 19:50:06.124581+00:00,2023-05-22 19:50:07.781197+00:00,2023-05-22 19:50:06.127642+00:00,2023-05-22 19:50:07.776665+00:00,,,,,3.74,14760.0,14760.0,limit,buy,day,3.95,,filled,False,,,,,1f5d94ae-6ae7-4380-9194-2d230d8ce165,OSG,3.86,1771.199999999995
4691,c4fd6919-4b0e-460e-8655-5f781105525e,2023-05-22 19:50:06.111551+00:00,2023-05-22 19:50:07.796518+00:00,2023-05-22 19:50:06.115092+00:00,2023-05-22 19:50:07.791081+00:00,,,,,99.95,581.0,581.0,limit,buy,day,100.29,,filled,False,,,,,29de9e52-74b7-4da2-9e59-afe2ecbadbed,RYAAY,107.45,4357.5
4692,549b44be-bd71-4ba2-976b-e5c1deb5406e,2023-05-22 19:50:06.111640+00:00,2023-05-22 20:02:43.789206+00:00,2023-05-22 19:50:06.110514+00:00,,,2023-05-22 20:02:43.789205+00:00,,,,581.0,0.0,stop,sell,day,,98.49,canceled,False,,,,,29de9e52-74b7-4da2-9e59-afe2ecbadbed,RYAAY,107.45,
4693,d5e7ad2f-f8ce-465a-82bc-5ace00777a40,2023-05-22 19:50:05.581154+00:00,2023-05-22 20:01:52.845591+00:00,2023-05-22 19:50:06.034897+00:00,,,2023-05-22 20:01:52.841207+00:00,,,,6843.0,0.0,limit,sell,day,8.73,,canceled,False,,,,,6ba45d9d-8008-4858-975a-408647152207,GLOP,8.54,
4694,d19adcee-e929-4bf3-9003-a6a66ee0acd3,2023-05-22 19:50:05.918086+00:00,2023-05-22 19:50:07.493631+00:00,2023-05-22 19:50:05.927110+00:00,2023-05-22 19:50:07.488961+00:00,,,,,34.23,1702.0,1702.0,limit,buy,day,34.25,,filled,False,,,,,664a0bfd-263e-4109-b0a1-e9ee2564026b,MPLX,33.51,-1225.439999999998
4695,5826aa1f-a50a-4cc1-a4ee-59c59dc57658,2023-05-22 19:50:05.918215+00:00,2023-05-22 20:00:05.902612+00:00,2023-05-22 19:50:05.916980+00:00,,,2023-05-22 20:00:05.902612+00:00,,,,1702.0,0.0,stop,sell,day,,33.64,canceled,False,,,,,664a0bfd-263e-4109-b0a1-e9ee2564026b,MPLX,33.51,
4696,aadc0f32-2086-4075-a392-b73fd0ddc316,2023-05-22 19:50:05.652348+00:00,2023-05-22 20:00:58.232562+00:00,2023-05-22 19:50:05.863308+00:00,,,2023-05-22 20:00:58.228156+00:00,,,,6843.0,0.0,limit,sell,day,8.73,,canceled,False,,,,,6ba45d9d-8008-4858-975a-408647152207,GLOP,8.54,
4697,5e2924fb-d69d-4aeb-8405-ae27fd969467,2023-05-22 19:50:05.707575+00:00,2023-05-22 19:57:16.931336+00:00,2023-05-22 19:50:05.720676+00:00,2023-05-22 19:57:16.926588+00:00,,,,,40.0,1457.0,1457.0,limit,buy,day,40.02,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-4502.130000000005
4698,3d0f0947-8fc2-4b7b-847d-1adb626c2595,2023-05-22 19:50:05.704465+00:00,2023-05-22 19:50:07.081560+00:00,2023-05-22 19:50:05.715626+00:00,2023-05-22 19:50:07.076759+00:00,,,,,3.74,14760.0,14760.0,limit,buy,day,3.95,,filled,False,,,,,1f5d94ae-6ae7-4380-9194-2d230d8ce165,OSG,3.86,1771.199999999995
4699,9007c6d5-55e0-4d82-8148-54d4b63f8e5e,2023-05-22 19:50:05.707678+00:00,2023-05-22 20:00:30.264153+00:00,2023-05-22 19:50:05.706613+00:00,,,2023-05-22 20:00:30.264152+00:00,,,,1457.0,0.0,stop,sell,day,,39.3,canceled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4700,3ed3b2a9-5401-4031-a2f5-c673677c5c0b,2023-05-22 19:50:05.652285+00:00,2023-05-22 19:50:05.857409+00:00,2023-05-22 19:50:05.679687+00:00,2023-05-22 19:50:05.852824+00:00,,,,,8.52,6843.0,6843.0,limit,buy,day,8.52,,filled,False,,,,,6ba45d9d-8008-4858-975a-408647152207,GLOP,8.54,136.8599999999971
4701,1a18afdb-7303-479c-bca5-7943b7b3df0d,2023-05-22 19:50:05.652386+00:00,2023-05-22 20:00:58.232629+00:00,2023-05-22 19:50:05.651181+00:00,,,2023-05-22 20:00:58.232629+00:00,,,,6843.0,0.0,stop,sell,day,,8.37,canceled,False,,,,,6ba45d9d-8008-4858-975a-408647152207,GLOP,8.54,
4702,4179c0dc-a256-426e-a2ea-9cddcee4570b,2023-05-22 19:50:05.634931+00:00,2023-05-22 19:50:07.749607+00:00,2023-05-22 19:50:05.646477+00:00,2023-05-22 19:50:07.745207+00:00,,,,,34.23,1702.0,1702.0,limit,buy,day,34.25,,filled,False,,,,,664a0bfd-263e-4109-b0a1-e9ee2564026b,MPLX,33.51,-1225.439999999998
4703,31e04df0-b9b1-4ad3-a06f-9cea712c5d89,2023-05-22 19:50:05.635025+00:00,2023-05-22 20:00:20.001972+00:00,2023-05-22 19:50:05.633863+00:00,,,2023-05-22 20:00:20.001972+00:00,,,,1702.0,0.0,stop,sell,day,,33.64,canceled,False,,,,,664a0bfd-263e-4109-b0a1-e9ee2564026b,MPLX,33.51,
4704,dddf67df-c4db-45e7-8fed-683d705c156e,2023-05-22 19:50:05.581103+00:00,2023-05-22 19:50:06.031392+00:00,2023-05-22 19:50:05.589822+00:00,2023-05-22 19:50:06.026957+00:00,,,,,8.52,6843.0,6843.0,limit,buy,day,8.52,,filled,False,,,,,6ba45d9d-8008-4858-975a-408647152207,GLOP,8.54,136.8599999999971
4705,32c0dea3-c8ed-4d8e-a163-7a81204c260a,2023-05-22 19:50:05.581184+00:00,2023-05-22 20:01:52.845660+00:00,2023-05-22 19:50:05.580146+00:00,,,2023-05-22 20:01:52.845659+00:00,,,,6843.0,0.0,stop,sell,day,,8.37,canceled,False,,,,,6ba45d9d-8008-4858-975a-408647152207,GLOP,8.54,
4706,a46b0038-2aaa-42a1-8998-2c59974b7fce,2023-05-22 14:43:25.390147+00:00,2023-05-22 14:43:26.535607+00:00,2023-05-22 14:43:25.393433+00:00,2023-05-22 14:43:26.530903+00:00,,,,,105.82,1106.0,1106.0,market,sell,day,,,filled,False,,,,,0be201ab-6fa1-4c1b-b211-d0113db81908,HRI,120.35,-16070.180000000002
4707,f504f60d-89ac-4045-bc26-090e93d2195e,2023-05-22 14:43:25.279004+00:00,2023-05-22 14:43:25.341512+00:00,2023-05-22 14:43:25.282025+00:00,,,2023-05-22 14:43:25.336688+00:00,,,,1106.0,0.0,market,sell,day,,,canceled,False,,,,,0be201ab-6fa1-4c1b-b211-d0113db81908,HRI,120.35,
4708,f98f2026-3f99-46f7-9afe-efbb74743b39,2023-05-22 14:43:09.165636+00:00,2023-05-22 14:43:09.732400+00:00,2023-05-22 14:43:09.222321+00:00,2023-05-22 14:43:09.727944+00:00,,,,,44.93,2598.0,2598.0,market,sell,day,,,filled,False,,,,,961509c4-722e-4e57-a782-b35cef2bca3b,HGV,46.0,-2779.8600000000006
4709,dbb75087-b31a-4300-917a-393d10524e19,2023-05-22 14:42:34.368196+00:00,2023-05-22 14:42:35.303294+00:00,2023-05-22 14:42:34.371661+00:00,2023-05-22 14:42:35.296599+00:00,,,,,48.56,2392.0,2392.0,market,sell,day,,,filled,False,,,,,ca0c6468-d90e-441b-b86f-7141ae4d12c8,HI,52.27,-8874.320000000002
4710,f947e78a-4a17-41ad-8cde-a40c5fa52b88,2023-05-20 01:31:45.044187+00:00,2023-05-22 14:42:34.324042+00:00,2023-05-22 13:57:38.593663+00:00,,,2023-05-22 14:42:34.319464+00:00,,,,1196.0,0.0,limit,sell,day,49.94,,canceled,False,,,,,ca0c6468-d90e-441b-b86f-7141ae4d12c8,HI,52.27,
4711,8b222620-6020-4ee3-9dcc-8aa171ee20b1,2023-05-20 01:32:56.373029+00:00,2023-05-22 14:42:34.319351+00:00,2023-05-22 13:57:38.189882+00:00,,,2023-05-22 14:42:34.314648+00:00,,,,1196.0,0.0,limit,sell,day,49.94,,canceled,False,,,,,ca0c6468-d90e-441b-b86f-7141ae4d12c8,HI,52.27,
4712,24f98f8a-bb39-48f2-9fa4-73e68bc5e731,2023-05-20 01:32:56.469305+00:00,2023-05-22 14:43:25.239070+00:00,2023-05-22 13:53:10.426187+00:00,,,2023-05-22 14:43:25.234345+00:00,,,,553.0,0.0,limit,sell,day,107.97,,canceled,False,,,,,0be201ab-6fa1-4c1b-b211-d0113db81908,HRI,120.35,
4713,18dcd627-2fe1-4558-818d-da97a896c34b,2023-05-20 01:31:45.418527+00:00,2023-05-22 14:43:25.233732+00:00,2023-05-22 13:53:10.103867+00:00,,,2023-05-22 14:43:25.228706+00:00,,,,553.0,0.0,limit,sell,day,107.97,,canceled,False,,,,,0be201ab-6fa1-4c1b-b211-d0113db81908,HRI,120.35,
4714,59f82a68-046e-4d51-a59b-7b2bd35f65f3,2023-05-20 01:31:45.365176+00:00,2023-05-22 14:43:09.129101+00:00,2023-05-22 13:39:21.556276+00:00,,,2023-05-22 14:43:09.124863+00:00,,,,1299.0,0.0,limit,sell,day,45.98,,canceled,False,,,,,961509c4-722e-4e57-a782-b35cef2bca3b,HGV,46.0,
4715,3b37b935-c09e-43bc-8bb6-6267045531ea,2023-05-20 01:32:56.375677+00:00,2023-05-22 14:43:09.123672+00:00,2023-05-22 13:39:21.437009+00:00,,,2023-05-22 14:43:09.119143+00:00,,,,1299.0,0.0,limit,sell,day,45.98,,canceled,False,,,,,961509c4-722e-4e57-a782-b35cef2bca3b,HGV,46.0,
4716,7018160e-d727-417d-b3d4-63c7deabe732,2023-05-20 01:32:56.469235+00:00,2023-05-22 13:53:10.404105+00:00,2023-05-22 08:00:08.325374+00:00,2023-05-22 13:53:10.399225+00:00,,,,,105.41,553.0,553.0,limit,buy,day,105.41,,filled,False,,,,,0be201ab-6fa1-4c1b-b211-d0113db81908,HRI,120.35,8261.819999999998
4717,db2ada44-1d10-43a3-9320-9d62dca7700b,2023-05-20 01:31:45.044142+00:00,2023-05-22 13:57:38.577946+00:00,2023-05-22 08:00:08.321304+00:00,2023-05-22 13:57:38.573105+00:00,,,,,48.76,1196.0,1196.0,limit,buy,day,48.76,,filled,False,,,,,ca0c6468-d90e-441b-b86f-7141ae4d12c8,HI,52.27,4197.960000000006
4718,d23afe49-c7c5-4881-a370-ab02f908fb42,2023-05-20 01:32:56.692790+00:00,2023-05-22 19:30:19.613329+00:00,2023-05-22 08:00:08.313947+00:00,,,2023-05-22 19:30:19.608856+00:00,,,,1941.0,0.0,limit,buy,day,30.04,,canceled,False,,,,,a75fec50-9c3a-4806-ad72-a4f27e22db28,BFH,30.25,
4719,4e4e976b-958e-4164-9c93-db858a1d183e,2023-05-20 01:32:56.265770+00:00,2023-05-22 19:30:19.751507+00:00,2023-05-22 08:00:08.310031+00:00,,,2023-05-22 19:30:19.747093+00:00,,,,7007.0,0.0,limit,buy,day,8.32,,canceled,False,,,,,4782398c-a0a6-4723-9674-78974f0900f3,MOMO,9.17,
4720,7d1c6907-142f-497c-8edf-c7f907fc80ad,2023-05-20 01:32:56.375613+00:00,2023-05-22 13:39:21.424141+00:00,2023-05-22 08:00:08.305002+00:00,2023-05-22 13:39:21.418303+00:00,,,,,44.89,1299.0,1299.0,limit,buy,day,44.89,,filled,False,,,,,961509c4-722e-4e57-a782-b35cef2bca3b,HGV,46.0,1441.8899999999992
4721,3d81cf0e-ede9-4289-ac4c-85d490815e16,2023-05-20 01:31:45.365119+00:00,2023-05-22 13:39:21.536407+00:00,2023-05-22 08:00:08.289957+00:00,2023-05-22 13:39:21.530733+00:00,,,,,44.89,1299.0,1299.0,limit,buy,day,44.89,,filled,False,,,,,961509c4-722e-4e57-a782-b35cef2bca3b,HGV,46.0,1441.8899999999992
4722,1e59dfc2-5f2b-44a0-ad17-697896cf25dc,2023-05-20 01:31:45.413121+00:00,2023-05-22 19:28:46.220820+00:00,2023-05-22 08:00:08.285283+00:00,,,2023-05-22 19:28:46.216568+00:00,,,,7007.0,0.0,limit,buy,day,8.32,,canceled,False,,,,,4782398c-a0a6-4723-9674-78974f0900f3,MOMO,9.17,
4723,7fe59151-7aa7-4cbe-b394-b92cef54197f,2023-05-20 01:32:56.372959+00:00,2023-05-22 13:57:38.185615+00:00,2023-05-22 08:00:08.274715+00:00,2023-05-22 13:57:38.181324+00:00,,,,,48.76,1196.0,1196.0,limit,buy,day,48.76,,filled,False,,,,,ca0c6468-d90e-441b-b86f-7141ae4d12c8,HI,52.27,4197.960000000006
4724,7c04f502-f797-46d0-a32f-3894ec09fdad,2023-05-20 01:31:45.446047+00:00,2023-05-22 19:28:46.180327+00:00,2023-05-22 08:00:08.269581+00:00,,,2023-05-22 19:28:46.175886+00:00,,,,1941.0,0.0,limit,buy,day,30.04,,canceled,False,,,,,a75fec50-9c3a-4806-ad72-a4f27e22db28,BFH,30.25,
4725,ee9efe9f-0cdb-4932-a38e-fb06a5ebf2f9,2023-05-20 01:31:45.418485+00:00,2023-05-22 13:53:10.099753+00:00,2023-05-22 08:00:08.264318+00:00,2023-05-22 13:53:10.094063+00:00,,,,,105.41,553.0,553.0,limit,buy,day,105.41,,filled,False,,,,,0be201ab-6fa1-4c1b-b211-d0113db81908,HRI,120.35,8261.819999999998
4726,32099d19-2155-4d81-829f-f19a80c6e732,2023-05-20 01:32:56.692891+00:00,2023-05-22 19:30:19.613410+00:00,2023-05-20 01:32:56.691411+00:00,,,2023-05-22 19:30:19.613410+00:00,,,,1941.0,0.0,stop,sell,day,,29.5,canceled,False,,,,,a75fec50-9c3a-4806-ad72-a4f27e22db28,BFH,30.25,
4727,f6835e48-b7ac-493a-b921-67c6794643df,2023-05-20 01:32:56.692855+00:00,2023-05-22 19:30:19.613370+00:00,2023-05-20 01:32:56.691411+00:00,,,2023-05-22 19:30:19.613370+00:00,,,,1941.0,0.0,limit,sell,day,30.77,,canceled,False,,,,,a75fec50-9c3a-4806-ad72-a4f27e22db28,BFH,30.25,
4728,e7b4d52f-9fa2-4307-8e90-82363f7f3009,2023-05-20 01:32:56.469336+00:00,2023-05-22 14:43:25.225553+00:00,2023-05-20 01:32:56.468081+00:00,,,2023-05-22 14:43:25.225552+00:00,,,,553.0,0.0,stop,sell,day,,103.52,canceled,False,,,,,0be201ab-6fa1-4c1b-b211-d0113db81908,HRI,120.35,
4729,529258b9-9f28-4a8a-b723-509e5542f648,2023-05-20 01:32:56.375717+00:00,2023-05-22 14:43:09.115669+00:00,2023-05-20 01:32:56.374519+00:00,,,2023-05-22 14:43:09.115669+00:00,,,,1299.0,0.0,stop,sell,day,,44.09,canceled,False,,,,,961509c4-722e-4e57-a782-b35cef2bca3b,HGV,46.0,
4730,4380bf14-fed3-4011-82ea-5a2b506a3da2,2023-05-20 01:32:56.373059+00:00,2023-05-22 14:42:34.311009+00:00,2023-05-20 01:32:56.371568+00:00,,,2023-05-22 14:42:34.311009+00:00,,,,1196.0,0.0,stop,sell,day,,47.89,canceled,False,,,,,ca0c6468-d90e-441b-b86f-7141ae4d12c8,HI,52.27,
4731,861c0e34-d445-4863-95d0-f432d26e1e89,2023-05-20 01:32:56.265859+00:00,2023-05-22 19:30:19.751573+00:00,2023-05-20 01:32:56.264526+00:00,,,2023-05-22 19:30:19.751573+00:00,,,,7007.0,0.0,stop,sell,day,,8.17,canceled,False,,,,,4782398c-a0a6-4723-9674-78974f0900f3,MOMO,9.17,
